self_employed,num_employees,tech_company,role,mental_health_benefits,knowledge_of_mental_healthcare_coverage,employer_discussed_mental_health,employer_offer_resources,anonymity_protected,asking_for_leave,discuss_mental_health_disorder_with_employer,believe_negative_consequences_of_employer_discussion,discuss_mental_health_disorder_with_coworkers,discuss_mental_health_disorder_with_supervisor,employer_mental_health_serious,negative_consequences_at_work,medical_coverage,know_of_resources_for_help,reveal_diagnosis_with_collegues,negative_impact_of_revealing_diagnosis,productivity_affected_mental_health,percentage_work_time_affected,discuss_physical_health_potential_employer,discuss_mental_health_potential_employer,hurt_career,believe_negative_view_from_collegues,share_with_friends_family,bad_response_to_mental_health_at_work,family_history,had_disorder_in_past,have_disorder,been_diagnosed,sought_treatment,interferes_with_work_if_treated_effectively,age,gender,work_remotely
0,26-100,0,1,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Yes,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,0,Not applicable to me,26,Male,Never
0,26-100,1,,Yes,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,,,,,,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I experienced",Yes,Maybe,Maybe,No,1,Sometimes,44,male,Always
0,100-500,1,,Yes,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,27,male,Sometimes
0,100-500,0,1,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,,,,,,,No,No,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Never,57,Female,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any","No, because it doesn't matter",No,Yes,1-25%,Yes,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I observed",I don't know,No,No,No,0,Not applicable to me,34,m,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it doesn't matter",N/A,Yes,1-25%,Maybe,No,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,38,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Yes,26-50%,Maybe,Maybe,Maybe,"No, I don't think they would",Neutral,Maybe/Not sure,I don't know,Yes,Maybe,Yes,1,Not applicable to me,55,Male,Always
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,I'm not sure,Yes,51-75%,No,No,"Yes, it has","Yes, they do",Neutral,"Yes, I experienced",Yes,Maybe,Maybe,No,1,Rarely,28,male,Sometimes
0,More than 1000,0,1,I don't know,I am not sure,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,I don't know,No,,,,,,,No,No,Maybe,"Yes, I think they would",Very open,"Yes, I observed",I don't know,Maybe,Maybe,No,1,Often,35,Male,Never
0,100-500,1,,Yes,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Often,26,Male,Always
0,6-25,1,,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,Maybe,No,0,Not applicable to me,22,female,Never
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,No,No,No,No,No,0,Not applicable to me,31,Male,Sometimes
0,26-100,1,,I don't know,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),N/A,No,No,No,No,1,Not applicable to me,31,male,Never
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Not applicable to me,,No,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,40,Male,Sometimes
0,More than 1000,0,1,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,No,Yes,Yes,1,Sometimes,26,m,Sometimes
0,1-5,1,,No,N/A,No,No,No,Very difficult,Yes,No,No,No,I don't know,No,,,,,,,No,No,"Yes, it has","Yes, they do",Somewhat not open,"Yes, I experienced",Yes,Yes,Yes,No,1,Sometimes,36,M,Sometimes
0,26-100,1,,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,Maybe,"No, they do not",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,33,Male,Sometimes
0,500-1000,1,,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,No,"No, I don't think it would","No, they do not",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,24,F,Sometimes
0,6-25,1,,No,No,No,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,No,No,,,,,,,No,No,"Yes, it has","Yes, they do",Somewhat not open,No,Yes,Maybe,Maybe,No,0,Often,22,male,Sometimes
0,6-25,1,,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,33,male,Always
0,More than 1000,1,,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,Yes,Yes,Yes,1,Rarely,37,f,Sometimes
0,6-25,1,,Yes,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",No,Yes,Maybe,No,0,Rarely,29,Male,Always
0,1-5,0,1,Not eligible for coverage / N/A,N/A,Yes,No,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,I don't know,Maybe,No,No,1,Not applicable to me,38,Male,Sometimes
0,1-5,1,,No,N/A,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Maybe,Maybe,No,0,Sometimes,33,m,Sometimes
0,1-5,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Yes,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,Yes,Maybe,Yes,1,Never,44,Female,Always
0,6-25,0,1,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,1,Never,23,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Unsure,,Maybe,No,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,30,M,Sometimes
0,More than 1000,0,1,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",I don't know,Yes,Yes,Yes,1,Rarely,30,Man,Never
0,26-100,1,,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No,Maybe,No,No,0,Not applicable to me,28,male,Sometimes
0,26-100,1,,Yes,Yes,No,No,No,Somewhat easy,No,No,Maybe,Maybe,No,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,I don't know,Maybe,Maybe,No,0,Not applicable to me,39,male,Never
0,6-25,1,,No,No,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Never,24,Female,Never
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",Yes,Yes,1-25%,Maybe,No,Maybe,Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,27,Male,Always
0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,No,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,35,Male,Sometimes
0,6-25,1,,No,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Neutral,No,Yes,Maybe,Maybe,No,0,Not applicable to me,23,Male,Never
0,More than 1000,0,1,Yes,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,No,No,No,0,Not applicable to me,37,M,Sometimes
0,6-25,1,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Neutral,N/A,No,No,No,No,0,Not applicable to me,35,Male,Sometimes
0,26-100,0,1,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Neutral,Maybe/Not sure,I don't know,Maybe,Maybe,No,0,Sometimes,27,Male,Sometimes
0,1-5,1,,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,Maybe,Maybe,No,0,Rarely,27,Female,Always
0,More than 1000,1,,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,,,,,,,No,No,Maybe,"Yes, I think they would",Neutral,No,No,Maybe,No,No,0,Not applicable to me,27,Female,Never
0,6-25,1,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,42,m,Sometimes
0,6-25,0,1,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No,,,,,,,No,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,Yes,No,No,No,0,Not applicable to me,32,Sex is male,Never
0,6-25,1,,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,Yes,Maybe,Yes,1,Sometimes,26,Male,Sometimes
0,100-500,1,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,No,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,Maybe,No,No,0,Not applicable to me,28,Male,Never
0,6-25,1,,I don't know,No,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,28,M,Sometimes
0,100-500,1,,Yes,No,No,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,No,Yes,1,Rarely,32,Male,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Yes,1-25%,Yes,No,Maybe,Maybe,Very open,No,I don't know,Yes,Yes,No,0,Not applicable to me,43,male,Always
0,26-100,1,,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Rarely,34,Male,Never
0,6-25,1,,I don't know,I am not sure,No,I don't know,No,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,No,Maybe,Maybe,No,1,Rarely,61,f,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any","Sometimes, if it comes up",No,No,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,0,Sometimes,50,Male,Always
1,,,,,,,,,,,,,,,,0,I know some,"No, because it doesn't matter",N/A,Yes,51-75%,No,No,Maybe,Maybe,Not open at all,"Yes, I observed",Yes,Maybe,Yes,Yes,1,Often,38,Male,Sometimes
0,6-25,0,0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,Maybe,No,Yes,,,,,,,Yes,Yes,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,51,m,Sometimes
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it doesn't matter",No,Yes,1-25%,Yes,Yes,"Yes, I think it would","Yes, I think they would",Very open,Maybe/Not sure,No,Yes,No,Yes,1,Never,38,male,Sometimes
0,500-1000,1,,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Sometimes,34,male,Always
0,6-25,1,,No,N/A,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,No,No,,,,,,,Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,Yes,Maybe,Yes,1,Sometimes,43,Male,Always
0,100-500,1,,Yes,No,No,Yes,I don't know,Somewhat difficult,Yes,No,No,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,Maybe,No,0,Not applicable to me,43,Female,Sometimes
0,6-25,1,,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,,,,,,,No,No,"Yes, it has",Maybe,Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Often,44,Male,Always
0,100-500,1,,I don't know,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,I don't know,Maybe,Maybe,Yes,1,Rarely,35,m,Sometimes
0,26-100,1,,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,50,Male,Always
0,100-500,1,,Yes,Yes,No,No,Yes,Very difficult,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,Yes,Maybe,Maybe,Maybe,Neutral,No,No,Yes,Maybe,Yes,1,Rarely,29,Male,Sometimes
0,100-500,1,,Yes,Yes,Yes,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, it has not","No, they do not",Very open,No,Yes,No,Yes,Yes,1,Rarely,29,Male,Never
0,500-1000,0,1,Yes,No,No,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Very open,No,I don't know,No,No,No,0,Not applicable to me,36,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Yes,26-50%,No,Maybe,"No, I don't think it would",Maybe,Neutral,"Yes, I observed",Yes,Maybe,Maybe,No,0,Rarely,33,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",No,Yes,1-25%,No,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",No,Yes,Maybe,Yes,1,Sometimes,50,Male,Sometimes
0,More than 1000,1,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,No,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Maybe,Yes,1,Sometimes,46,Male,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",Yes,No,,Maybe,No,"Yes, it has","Yes, they do",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Never,44,Female,Always
0,More than 1000,1,,Yes,I am not sure,No,I don't know,No,Very difficult,Yes,Maybe,Maybe,No,No,Yes,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",Yes,Maybe,Maybe,No,1,Not applicable to me,23,none of your business,Sometimes
0,6-25,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,,,,,,,Maybe,No,Maybe,Maybe,Neutral,Maybe/Not sure,I don't know,Yes,Maybe,Yes,1,Sometimes,41,Male,Sometimes
0,More than 1000,1,,Yes,No,Yes,I don't know,I don't know,Somewhat easy,No,Maybe,Maybe,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,No,No,Maybe,No,0,Never,31,male,Sometimes
0,1-5,1,,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Yes,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Often,55,male,Sometimes
0,26-100,1,,No,N/A,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,No,Yes,No,No,0,Never,34,M,Sometimes
0,6-25,1,,Yes,Yes,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"Yes, it has","Yes, they do",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,No,1,Often,28,Female,Always
0,6-25,1,,Yes,No,No,No,I don't know,Very difficult,No,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,33,m,Sometimes
0,100-500,1,,Yes,No,No,Yes,No,Neither easy nor difficult,Yes,Yes,Maybe,No,No,Yes,,,,,,,No,No,"Yes, I think it would",Maybe,Very open,"Yes, I experienced",Yes,Yes,No,Yes,1,Sometimes,29,Male,Sometimes
0,More than 1000,0,1,Yes,I am not sure,Yes,Yes,Yes,Somewhat difficult,No,No,Maybe,Yes,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,Yes,Yes,1,Rarely,33,Female,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Not applicable to me,,Yes,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,I don't know,No,No,No,0,Not applicable to me,28,male,Sometimes
0,More than 1000,1,,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,28,male,Sometimes
0,26-100,1,,Yes,No,Yes,Yes,I don't know,I don't know,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,No,No,1,Not applicable to me,32,Male,Sometimes
0,6-25,1,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat not open,"Yes, I observed",Yes,Maybe,Maybe,No,1,Not applicable to me,36,female,Never
0,More than 1000,0,1,I don't know,I am not sure,Yes,I don't know,Yes,Somewhat easy,Yes,No,No,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Not open at all,No,No,No,Maybe,No,0,Often,45,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Not applicable to me,,Yes,Maybe,Maybe,"No, I don't think they would",Neutral,"Yes, I observed",No,No,No,No,0,Not applicable to me,29,M,Always
0,More than 1000,0,1,No,No,Yes,Yes,I don't know,Somewhat easy,Maybe,No,No,No,I don't know,No,,,,,,,Yes,Yes,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,23,Male,Never
1,,,,,,,,,,,,,,,,0,I know some,"Sometimes, if it comes up",No,Yes,1-25%,Maybe,Maybe,Maybe,Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Maybe,Yes,1,Rarely,54,Female,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,1-25%,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,61,F,Sometimes
0,26-100,1,,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,Yes,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,29,Female,Sometimes
0,26-100,1,,Not eligible for coverage / N/A,N/A,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",I don't know,Yes,No,Yes,1,Sometimes,31,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,1-25%,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,0,Rarely,37,M,Always
0,6-25,1,,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,I don't know,Yes,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Maybe,Yes,1,Sometimes,29,Male,Never
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",No,Yes,1-25%,Maybe,No,Maybe,"No, I don't think they would",Very open,Maybe/Not sure,No,Yes,No,No,0,Rarely,28,Male,Always
0,26-100,1,,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,Maybe,Maybe,"No, they do not",Somewhat open,No,No,Yes,Yes,No,1,Rarely,30,Male,Sometimes
0,More than 1000,1,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"Yes, it has",Maybe,Very open,No,No,Yes,No,Yes,1,Sometimes,55,Male,Always
0,6-25,0,1,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Yes,I don't know,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,38,Female,Never
0,6-25,1,,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,Yes,No,No,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,I don't know,No,No,No,0,Not applicable to me,20,male,Sometimes
0,100-500,1,,No,Yes,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,No,Yes,1,Rarely,25,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",N/A,Yes,26-50%,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,I don't know,Maybe,Maybe,No,0,Not applicable to me,22,Male,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",No,Yes,26-50%,Maybe,Maybe,Maybe,Maybe,Very open,No,No,Yes,Yes,Yes,1,Sometimes,35,Male,Sometimes
0,26-100,0,1,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Neutral,No,I don't know,No,Yes,Yes,1,Never,27,male,Never
0,6-25,0,1,No,N/A,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Not applicable to me,24,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,1-25%,Maybe,Maybe,"No, it has not","No, they do not",Very open,No,No,Yes,Yes,Yes,1,Sometimes,39,Male,Always
0,26-100,0,1,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,No,No,Yes,No,,,,,,,Maybe,No,"No, I don't think it would","No, I don't think they would",Not open at all,Maybe/Not sure,I don't know,Maybe,Maybe,No,0,Not applicable to me,29,Male,Never
0,26-100,1,,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,No,Maybe,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,40,Female,Never
0,1-5,1,,No,No,No,No,No,Somewhat difficult,Maybe,No,No,No,I don't know,No,,,,,,,No,No,Maybe,"Yes, I think they would",Not open at all,Maybe/Not sure,Yes,Maybe,Maybe,Yes,1,Sometimes,30,Male,Always
0,26-100,1,,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,32,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,I'm not sure,Yes,1-25%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,No,0,Not applicable to me,34,m,Sometimes
0,6-25,1,,Yes,I am not sure,I don't know,I don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No,,,,,,,Yes,Yes,Maybe,"No, they do not",Neutral,Maybe/Not sure,No,Yes,Yes,Yes,1,Rarely,35,F,Sometimes
